"","Notes","BirdID","Phase","CollYear","CollMonth","CollDay","Sex","Age","WeightNE","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","SI.weight","SeqRun","richness","shannon","simp.even"
"668","1","LM-14-208","early",2014,10,2,"F","A",502.33,180.5,91,39,7.76,21.61,18.11558139,4,246,3.63342959961465,0.075981498687623
"669","1","LM-14-209","early",2014,10,3,"M","A",548.36,179.5,93,37,6.75,20.61,16.95966154,4,294,3.95190135775308,0.0936162958896348
"670","2","LM-14-139","early",2014,10,3,"F","A",472.74,NA,NA,NA,NA,NA,NA,5,257,3.70836057396517,0.0883156819000932
"671","2","LM-14-131","early",2014,10,2,"F","J",418.04,188.5,95,41.5,9.93,22.02,22.72509808,5,216,2.91041373727324,0.0279002633176946
"672","1","LM-14-161","early",2014,10,4,"F","J",404.83,182,90,40.5,10,22.25,22.23155399,5,250,3.80842423634579,0.102538592186067
"673","1","LM-14-204","early",2014,10,2,"M","A",500.92,171.5,84,38,7.59,22.16,16.76914477,4,203,2.80730929902234,0.03650206456635
"674","1","LM-14-219","early",2014,10,5,"F","J",496.8,183.5,90,41,8.25,22.34,18.11594203,4,229,3.01240721170943,0.0347844252036654
"675","1","LM-14-243","early",2014,10,5,"M","J",519.26,191.5,92,44,8.47,22.98,17.71752109,4,202,2.92585333971884,0.0415208428211203
"676","1","LM-14-220","early",2014,10,5,"F","A",499.8,181.5,90,40,8,22.04,18.00720288,4,231,3.55345212327861,0.087115534616747
"677",NA,"LM-14-160","early",2014,10,4,"F","J",437.08,186.5,93,41.5,9.49,22.25,21.27756932,5,219,3.64110643458952,0.0859175870132152
"678","1","LM-14-162","early",2014,10,4,"M","J",480.58,175,83,40.5,8.43,23.14,17.27079779,5,231,3.20406216869322,0.0450351929313677
"679","1","LM-14-148","early",2014,10,4,"M","J",498.07,182.5,89,41,8.23,22.47,17.86897424,5,165,2.19274978059249,0.027576097425291
"680","2","LM-14-143","early",2014,10,3,"F","J",428,182.5,91,40.5,9.46,22.19,21.26168224,5,233,4.01334326411319,0.14380770745296
"681","1","LM-14-130","early",2014,10,2,"F","A",476.59,186,92,42,8.81,22.58,19.30380411,5,261,3.53631853617775,0.0523220982145429
"682","1","LM-14-149","early",2014,10,4,"M","A",522.31,167,85,35.5,6.8,21.26,16.27386035,5,245,3.97057479966389,0.130638410850875
"683","1","LM-14-102","early",2014,10,1,"F","J",492.85,200,98,45,9.13,22.5,19.88434615,5,247,3.63069477602896,0.0785288791268094
"684","1","LM-15-020","early",2015,10,3,"F","A",449.57,175.5,93,36,8.01,20.51,20.6864337,5,203,2.65798203539618,0.0313564740535352
"685","1","LM-14-120","early",2014,9,30,"F","A",506.25,181.5,90,40,7.9,22.04,17.77777778,5,214,3.10620698176963,0.0448349679752432
"686","1","LM-14-080","early",2014,10,2,"M","J",496,162.5,88,32,6.45,19.69,17.74193548,5,202,2.88109133380002,0.0436955463757364
"687","1","LM-14-100","early",2014,9,30,"M","A",516.48,178,89,38,7.36,21.35,17.23203222,5,270,3.76790860517882,0.0884806022629559
"688","1","LM-14-118","early",2014,10,2,"M","J",465,182,93,39,8.39,21.43,20,5,178,3.44342812625384,0.104435646216353
"689","1","LM-14-092","early",2014,10,4,"M","J",488.99,180,90,39.5,8.08,21.94,18.40528436,5,179,2.44306315933542,0.0401507996762
"690","1","LM-14-114","early",2014,10,2,"M","A",513.15,163,84,34,6.63,20.86,16.36948261,5,214,2.82945192399301,0.0290824418374307
"691","1","LM-14-104","early",2014,10,1,"F","J",442.92,189,92,43,9.71,22.75,20.77124537,5,282,3.91471996155872,0.0912190037154497
"692","1","LM-14-112","early",2014,10,2,"F","A",444.08,172,90,35,7.88,20.35,20.26661863,5,187,2.39203714812932,0.0266288532980105
"693","1","LM-14-122","early",2014,10,1,"F","J",440.71,185.5,94,40,9.08,21.56,21.32921876,5,216,3.14562785304153,0.0467880710510314
"694","1","LM-14-105","early",2014,10,1,"M","A",524.61,175.5,89,38,7.24,21.65,16.96498351,5,236,3.76046854771655,0.112391144881489
"695","2","LM-15-081","early",2015,9,30,"M","A",508,191.5,92,44,8.66,22.98,18.11023622,5,246,3.9281390131048,0.131049063689
"696","1","LM-14-113","early",2014,10,2,"F","A",475.72,198,88,49.5,10.41,25,18.4982763,5,194,2.36444918180553,0.0291821026195314
"697","1","LM-14-110","early",2014,10,2,"M","A",512.3,171,85,37.5,7.32,21.93,16.59184072,5,187,3.12346262021101,0.0549782502789188
"698","1","LM-14-101","early",2014,10,1,"M","J",512.86,212,106,47.5,9.26,22.41,20.66840853,5,234,3.23114484958699,0.0466950257337821
"699","1","LM-15-019","early",2015,10,2,"M","A",539.62,177.5,91,38,7.04,21.41,16.86371891,5,242,3.05079037044198,0.0362270243146234
"700","1","LM-15-013","early",2015,10,1,"M","J",478.54,181.5,86,43,8.99,23.69,17.97132946,5,255,3.11817937938862,0.0291707289620701
"701","1","LM-15-084","early",2015,10,1,"F","A",523.52,175,88,38,7.26,21.71,16.80929095,5,229,3.78305523771845,0.108877743264674
"702","1","LM-15-086","early",2015,10,1,"F","A",458,174,85,39,8.52,22.41,18.55895197,5,264,4.01025083731017,0.112344927342803
"703","1","LM-15-061","early",2015,10,2,"F","J",434,174,89,37,8.53,21.26,20.50691244,5,157,2.34540265515126,0.0248009723573717
"704","1","LM-15-067","early",2015,10,3,"M","A",513,174,88,37.5,7.31,21.55,17.1539961,5,160,2.53586032941586,0.0444053017039438
"706","1","LM-15-028","early",2015,10,3,"F","A",484,174.5,88,38,7.85,21.78,18.18181818,5,265,3.2844689595438,0.0351215681664585
"707","1","LM-15-021","early",2015,10,3,"M","A",528.54,183.5,94,39,7.38,21.25,17.78484126,5,230,3.26273484553644,0.0581380486190039
"708","1","LM-15-047","early",2015,10,4,"F","J",454.73,193.5,101,40,8.8,20.67,22.21098234,5,252,3.56798345768568,0.0720440316594607
"709","1","LM-15-060","early",2015,10,4,"M","J",466,183,88,42,9.01,22.95,18.88412017,5,292,3.83894213090966,0.0843932190379732
"710","1","LM-15-026","early",2015,10,3,"M","J",510.88,201,104,43,8.42,21.39,20.35703101,5,239,3.64998646212308,0.0749681901688539
"711","1","LM-15-138","early",2015,10,3,"F","J",453.87,190,92.5,42.5,9.36,22.37,20.3802851,5,242,3.53711986148024,0.0660745132588724
"712","1","LM-15-214","early",2015,10,3,"F","J",467,186.5,94,40.5,8.67,21.72,20.12847966,5,239,3.39208921410685,0.0693531831026072
"713","1","LM-15-212","early",2015,10,3,"F","A",445.86,172.5,90,35.5,7.96,20.58,20.18570852,5,230,3.6047063202047,0.0960917098648826
"714","1","LM-15-018","early",2015,10,2,"F","A",472.06,NA,NA,NA,NA,NA,NA,5,271,3.94782016380905,0.105229005224562
"715","1","LM-15-032","early",2015,9,30,"F","J",479.88,196,103,41,8.54,20.92,21.46369926,5,210,2.47623567458406,0.0178401031609426
"716","1","LM-15-030","early",2015,9,30,"M","A",496.85,180,84,42,8.45,23.33,16.90651102,5,224,3.13683077682347,0.04431587223792
"717","1","LM-15-025","early",2015,10,3,"F","A",468.28,171.5,90,35.5,7.58,20.7,19.21927052,5,265,3.89788358594797,0.112874329556239
"718","1","LM-15-033","early",2015,9,30,"M","A",517,186,94,40,7.74,21.51,18.18181818,5,249,3.79639356298131,0.0866433360054256
"719","2","LM-15-024","early",2015,10,3,"M","A",515.9,NA,NA,NA,NA,NA,NA,5,256,3.23719667550004,0.0371352552992701
"720","1","LM-15-034","early",2015,9,30,"M","J",496.32,194,98,42,8.46,21.65,19.7453256,5,257,3.70704776037256,0.0886348095229322
"721","1","LM-15-215","early",2015,10,3,"M","J",499.32,200.5,101.5,44,8.81,21.95,20.3276456,5,211,2.47945863919603,0.0263723535082341
"722","1","LM-15-123","early",2015,10,1,"M","J",525.92,196,95,45,8.56,22.96,18.06358382,5,273,3.44973499784682,0.0475646063148739
"723","1","LM-15-125","early",2015,10,1,"M","A",540.07,170,85,37,6.85,21.76,15.73870054,5,244,3.65300299779941,0.081684867879455
"724","1","LM-15-133","early",2015,10,2,"F","A",484.39,174.5,92,35.5,7.33,20.34,18.99296022,5,226,2.92332646487426,0.0289438211644947
"725","1","LM-15-135","early",2015,10,2,"M","A",483.15,181,91,39.5,8.18,21.82,18.83473041,5,204,3.75898577645838,0.124220691250567
"726","1","LM-15-072","early",2015,9,30,"M","J",504.39,190,94,43,8.53,22.63,18.63637265,5,254,3.6431665362794,0.0844421024494627
"727","1","LM-15-001","early",2015,9,30,"M","A",541,198,96,45,8.32,22.73,17.74491682,5,239,3.39534436791616,0.0584150156666225
"729","1","LM-15-118","early",2015,10,2,"F","A",458,158.5,82,33,7.21,20.82,17.90393013,5,234,3.17379882449744,0.0430223145328303
"730","1","LM-15-063","early",2015,10,2,"M","A",516.4,174,83,40,7.75,22.99,16.07281177,5,213,2.73469872679314,0.0281771447213671
"733","1","LM-15-144","early",2015,9,30,"M","A",526,183,92,40,7.6,21.86,17.4904943,5,188,2.38052859802227,0.0287273708984167
"734","2","LM-15-098","early",2015,10,2,"F","J",411.56,176.5,89,38.5,9.35,21.81,21.62503645,5,236,3.79462069851243,0.104810579651924
"735","1","LM-15-099","early",2015,10,2,"M","J",555.31,204,109,41,7.38,20.1,19.62867587,5,252,3.31810822955842,0.0427848610308659
"738","1","LM-15-110","early",2015,9,30,"M","A",488,178,92,37.5,7.68,21.07,18.85245902,5,277,3.21865381505248,0.0277735675877754
"739","2","LM-15-209","early",2015,10,4,"M","J",476.27,194,94.5,44.5,9.34,22.94,19.84168644,5,275,4.01554808213405,0.117486819059569
"740","1","LM-15-249","early",2015,10,4,"F","A",468.45,170,89,35,7.47,20.59,18.99882592,5,261,3.51763207680268,0.0500558270764179
"741","1","LM-15-119","early",2015,10,2,"M","A",511.49,190.5,97,41,8.02,21.52,18.96420262,5,246,3.36332085301692,0.055979472627715
"742","1","LM-15-202","early",2015,10,3,"M","J",527.29,191.5,95,42.5,8.06,22.19,18.01665118,5,231,3.21707871967625,0.0380592480823411
"743","1","LM-15-210","early",2015,10,3,"F","A",459.88,178,89,39,8.48,21.91,19.35287466,5,236,3.67498974442684,0.10133616160238
"744","1","LM-15-201","early",2015,10,3,"F","A",487.037,182.5,97,37.5,7.7,20.55,19.91635132,5,210,2.55136416202209,0.0262438927645196
"745","1","LM-15-248","early",2015,10,4,"F","J",414.45,177,85.5,40.5,9.77,22.88,20.62975027,5,252,3.68836996733753,0.0803728184715483
"746","1","LM-15-244","early",2015,10,4,"F","J",440.27,176.5,93,36.5,8.29,20.68,21.12340155,5,233,3.09670014382474,0.0401303661549591
"747","1","LM-15-120","early",2015,9,30,"F","J",469.19,185,98,38,8.1,20.54,20.88706068,5,290,3.59061241563841,0.0401487497904161
"748","1","LM-15-205","early",2015,10,4,"M","A",487,180.5,92,38.5,7.91,21.33,18.89117043,5,240,3.15981359932305,0.0401347376945602
"749","1","LM-15-251","early",2015,10,4,"M","J",472.83,197,97,44.5,9.41,22.59,20.51477275,5,231,3.36944025927423,0.0619759531336354
"751","1","LM-15-009","early",2015,10,1,"M","A",516.12,174.5,93,35.5,6.88,20.34,18.01906533,5,258,3.87455370219436,0.099975272160807
"752","1","LM-15-112","early",2015,10,1,"M","A",502.51,193.5,100.5,41,8.16,21.19,19.999602,5,187,2.4312136387144,0.0246513535008527
"753","2","LM-15-300","early",2015,10,4,"M","J",506.43,177.5,89,39,7.7,21.97,17.57399838,5,202,3.49975931842498,0.0960820636244776
"754","1","LM-15-219","early",2015,10,3,"F","J",489.89,189.5,90,44,8.98,23.22,18.37147115,5,190,2.3294384931498,0.0293554421343136
"755","1","LM-15-221","early",2015,10,4,"F","J",434.26,174,92,35.5,8.17,20.4,21.18546493,5,203,3.74576690314403,0.117451853000135
"756","1","LM-15-222","early",2015,10,4,"F","J",467.8,191.5,95,43,9.19,22.45,20.30782386,5,219,2.78671268095571,0.0319582322767279
"757","1","LM-15-255","early",2015,10,4,"M","J",508.26,193,98,42,8.26,21.76,19.28147011,5,269,3.58616450210391,0.0707497667206806
"759","1","LM-16-251","early",2016,10,2,"M","A",526.02,179.5,94,37.5,7.13,20.89,17.87004296,5,236,3.34502276606015,0.0536950166124172
"760","1","LM-16-216","early",2016,10,4,"M","A",530.08,192,95,43,8.11,22.4,17.92182312,5,275,3.87924553485598,0.0850348000652712
"761","2","LM-16-339","early",2016,10,4,"M","J",456.88,175,88,38,8.32,21.71,19.26107512,5,245,3.15937869452819,0.0439568834124649
"762","1","LM-15-226","early",2015,10,4,"F","J",433.24,170.5,88,36,8.31,21.11,20.31206721,5,247,3.39033419282435,0.0584766797097168
"763","1","LM-15-240","early",2015,10,4,"F","A",515.05,174,84,40,7.77,22.99,16.3090962,5,246,3.74455391994898,0.0849015544321098
"764","1","LM-15-197","early",2015,10,3,"M","J",486.51,197.5,95,45.5,9.35,23.04,19.52683398,5,202,2.63890666214046,0.0281672553238741
"765","1","LM-15-073","early",2015,9,30,"F","J",465.61,187,95,41,8.81,21.93,20.40334185,5,224,3.667724298303,0.0933874834088432
"766","1","LM-15-077","early",2015,10,2,"F","J",418.72,191.5,92,44.5,10.63,23.24,21.97172335,5,198,3.05714773238641,0.0371689418170831
"767","1","LM-15-199","early",2015,10,3,"M","J",506.41,193,97,42.5,8.39,22.02,19.15444008,5,163,2.44890602771789,0.0364202525018646
"768","1","LM-15-252","early",2015,10,4,"F","J",480.88,197.5,101,42.5,8.84,21.52,21.00316087,5,172,2.28006268965681,0.0225634407631418
"769","1","LM-15-258","early",2015,10,4,"F","J",471.75,187,95,41,8.69,21.93,20.13778484,5,226,2.93502980558293,0.0326326695032465
"770","1","LM-15-257","early",2015,10,4,"M","J",498,200.5,95,47,9.44,23.44,19.07630522,5,268,3.97241467612497,0.119202836025803
"771","1","LM-15-003","early",2015,9,30,"F","A",466.38,179,96,36,7.72,20.11,20.58407307,5,241,3.6974075991885,0.0870009525730203
"772","2","LM-15-036","early",2015,9,30,"M","A",516.43,196.5,96,46,8.91,23.41,18.5891602,5,244,3.69120196654866,0.0831772511179794
"773","1","LM-15-155","early",2015,10,1,"F","J",450,182.5,96,38,8.44,20.82,21.33333333,5,136,1.88251299464518,0.0268931419587981
"774","1","LM-15-152","early",2015,10,1,"F","A",489.5,184,97,38.5,7.87,20.92,19.81613892,5,247,3.41366088619911,0.0676166195897837
"775","1","LM-15-174","early",2015,10,2,"M","J",465.33,183.5,91,40.5,8.7,22.07,19.55601401,5,207,3.10988987855731,0.0574901287921662
"777","1","LM-15-180","early",2015,10,2,"M","A",451.71,168.5,87,35.5,7.86,21.07,19.26014478,5,215,3.1359958287876,0.052940303137806
"778","1","LM-15-178","early",2015,10,2,"F","J",425.22,177.5,89,39,9.17,21.97,20.93034194,5,262,3.91149956683982,0.107548328075848
"779","1","LM-15-006","early",2015,10,1,"M","J",490,186.5,96,40,8.16,21.45,19.59183673,5,250,3.58648360846307,0.074631519485377
"780","1","LM-15-185","early",2015,10,3,"F","J",458.88,190,97,41,8.93,21.58,21.13842399,5,226,2.45757903189023,0.0211732546525648
"781","1","LM-15-150","early",2015,10,1,"M","A",515.38,166,88,34,6.6,20.48,17.07477977,5,193,2.47781497098134,0.0259776217780086
"782","1","LM-15-035","early",2015,9,30,"M","J",489.57,200,98,45,9.19,22.5,20.01756644,5,228,3.01576245072374,0.0438873875686904
"783","1","LM-15-194","early",2015,10,3,"F","A",485.18,182.5,98,36.5,7.52,20,20.19868915,5,219,2.386755303589,0.0193265735457207
"784","1","LM-15-080","early",2015,9,30,"M","A",537.5,206.5,99,48,8.93,23.24,18.41860465,5,264,3.59502609252638,0.0751273118221364
"785","1","LM-16-262","early",2016,10,2,"F","J",426.09,186.5,90,43,10.09,23.06,21.12229811,5,220,3.55089176874882,0.0806228384362666
"786","1","LM-16-278","early",2016,10,2,"F","J",480.45,187.5,90,43,8.95,22.93,18.73243834,5,238,3.64027342164876,0.0895985513529416
"787","1","LM-16-235","early",2016,10,1,"M","A",526.64,174,85,39,7.41,22.41,16.14005772,5,224,3.41308355531715,0.0791253900770907
"788","1","LM-16-270","early",2016,10,3,"M","J",519,190.5,93,43,8.29,22.57,17.91907514,5,237,3.42476527806978,0.0532794700712154
"789","1","LM-16-294","early",2016,10,4,"F","J",413.58,187.5,93,42,10.16,22.4,22.48658059,5,247,2.96599562636751,0.031392498139001
"790","1","LM-16-264","early",2016,10,3,"F","A",509.14,188.5,88,44,8.64,23.34,17.28404761,5,274,3.9852895985188,0.11183215207565
"791","1","LM-16-260","early",2016,10,3,"M","A",528.94,192.5,95,43,8.13,22.34,17.9604492,5,272,3.98153218357645,0.114964761526553
"792","1","LM-16-257","early",2016,10,2,"M","J",497.3,196,98.5,43,8.65,21.94,19.80695757,5,225,3.24132533928019,0.0522381144355548
"793","1","LM-16-248","early",2016,10,1,"F","A",477.99,176.5,86,40.5,8.47,22.95,17.9920082,5,216,2.99521140307792,0.0423947393272642
"794","1","LM-16-286","early",2016,10,3,"M","A",499.23,NA,NA,35,7.01,NA,NA,5,251,3.16316242193332,0.0393170012306146
"795","1","LM-16-285","early",2016,10,3,"M","J",535.37,180,89,39.5,7.38,21.94,16.62401703,5,216,3.35355450768948,0.0625814173703688
"796","1","LM-16-284","early",2016,10,3,"M","A",517,174.5,90,37,7.16,21.2,17.40812379,5,234,3.68968706563299,0.0954579177978925
"797","1","LM-16-250","early",2016,10,1,"M","A",513.73,185,92,40.5,7.88,21.89,17.90823974,5,227,3.80194840161952,0.11740653773281
"798","1","LM-16-234","early",2016,10,1,"F","J",412.25,172.5,85,38.5,9.34,22.32,20.6185567,5,210,2.88235925249866,0.0448047664589688
"799","1","LM-16-218","early",2016,10,4,"M","J",487.02,186.5,89,43.5,8.93,23.32,18.27440352,5,271,3.9469451570895,0.104895466687073
"800","1","LM-16-223","early",2016,10,1,"F","A",455.18,176.5,87,38.5,8.46,21.81,19.11331781,5,216,2.89055066164265,0.0318956925295186
"801","2","LM-16-314","early",2016,10,4,"F","J",498.06,196,92,46.5,9.34,23.72,18.47167008,5,212,2.55226498997137,0.0269633634813981
"802","1","LM-16-311","early",2016,10,3,"M","J",489.58,190.5,93,43,8.78,22.57,18.99587401,5,232,3.87486928479868,0.126202226672063
"803","1","LM-16-083","early",2016,10,1,"M","A",558.49,169,87,35,6.27,20.71,15.57771849,5,248,3.06257980951784,0.0468754931639355
"804","1","LM-16-092","early",2016,10,2,"F","J",448.11,183,94,39,8.7,21.31,20.97699226,5,223,2.5555498771412,0.0202234234141692
"805","1","LM-16-109","early",2016,10,1,"F","A",468.37,168,85,36,7.69,21.43,18.14804535,5,190,2.52848691590817,0.0313594147323674
"806","1","LM-16-374","early",2016,10,4,"M","J",511,204,100,46,9,22.55,19.56947162,5,267,3.88401468406221,0.0951102600248126
"807","1","LM-16-373","early",2016,10,3,"M","A",514.3,183,90,40.5,7.87,22.13,17.4995139,5,276,3.99814508239913,0.120548103595205
"808","1","LM-16-375","early",2016,10,4,"M","J",539.93,195.5,99,43,7.96,21.99,18.33571018,5,249,3.45084723792359,0.0652346053090218
"809","1","LM-16-366","early",2016,10,3,"F","A",468.45,175,87,38.5,8.22,22,18.57188601,5,260,3.50976331679609,0.0542428624697803
"810","1","LM-16-363","early",2016,10,3,"F","A",490.24,189,91,43,8.77,22.75,18.56233681,5,252,3.65924784272596,0.0836508969885635
"811","1","LM-16-323","early",2016,10,3,"F","J",474.1,192,93,44,9.28,22.92,19.61611474,5,262,3.83181085186449,0.0965418173566668
"812","1","LM-16-321","early",2016,10,3,"F","J",464.67,192.5,99,41,8.82,21.3,21.30544257,5,263,4.07331092068747,0.142659642841068
"813","1","LM-16-317","early",2016,10,4,"M","J",540.19,204,100,46,8.52,22.55,18.51200504,5,247,3.63493139294054,0.0601857642389435
"814","1","LM-16-326","early",2016,10,3,"M","J",515.39,183,89,41,7.96,22.4,17.2684763,5,227,2.81425223732829,0.0292642004931349
"815","1","LM-16-298","early",2016,10,4,"M","J",519.39,182.5,91,40,7.7,21.92,17.52055296,5,228,3.5185188213889,0.0801758215154475
"816","1","LM-16-258","early",2016,10,3,"M","J",531.27,190,88,45,8.47,23.68,16.56408229,5,229,3.77837172468184,0.099901968522606
"817","1","LM-16-351","early",2016,10,4,"F","J",464.58,192,93,44,9.47,22.92,20.01808085,5,221,3.6172589841447,0.0992805136187607
"818","1","LM-16-268","early",2016,10,3,"M","J",526,184,91,40.5,7.7,22.01,17.30038023,5,263,3.96297100624183,0.117043818720084
"819","1","LM-16-133","early",2016,9,30,"M","A",540.64,193,94,44,8.14,22.8,17.38680083,5,236,3.78648855039985,0.105026940686544
"820","1","LM-16-212","early",2016,10,4,"M","J",497.81,181.5,88,41,8.24,22.59,17.67742713,5,257,3.8656992589316,0.113333490706865
"821","1","LM-16-215","early",2016,10,4,"F","J",468,197,94,46,9.83,23.35,20.08547009,5,239,3.91067367609633,0.128731478005339
"823","1","LM-16-066","early",2016,9,30,"M","J",516,189,92,43,8.33,22.75,17.82945736,5,165,2.46629868813452,0.0394967569998996
"824","1","LM-16-327","early",2016,10,3,"F","J",452.81,186,88,44,9.72,23.66,19.43419977,5,186,2.64055619535494,0.0386791879407589
"825","1","LM-16-324","early",2016,10,3,"M","A",545.47,174.5,83,39.5,7.24,22.64,15.21623554,5,255,3.83429999152724,0.102063072886283
"826","1","LM-16-307","early",2016,10,4,"F","J",435.84,186.5,91,42,9.64,22.52,20.87922173,5,194,2.30573047365132,0.0259211473423358
"827","1","LM-16-330","early",2016,10,3,"M","A",481.12,178.5,84,42,8.73,23.53,17.45926172,5,205,2.63650752285068,0.0317849256604696
"828","1","LM-16-304","early",2016,10,4,"F","A",470.74,193.5,91,46,9.77,23.77,19.33126567,5,224,2.92943170385404,0.035288839133924
"829","1","LM-16-347","early",2016,10,4,"F","A",449.14,178,90,38.5,8.57,21.63,20.03829541,5,236,2.89116663777647,0.0301339277146604
"830","1","LM-16-306","early",2016,10,4,"M","J",475.8,208,99,49,10.3,23.56,20.80706179,5,245,3.69533798340378,0.0941234179498297
"831","1","LM-16-301","early",2016,10,4,"M","J",491.47,181.5,91,40,8.14,22.04,18.51588093,5,282,3.64640859018531,0.0739250896891739
"832","1","LM-16-188","early",2016,10,3,"M","J",511,192,94,43.5,8.51,22.66,18.39530333,5,167,2.29158611499372,0.0278861522564976
"833","1","LM-16-187","early",2016,10,2,"F","A",471.68,161,82,34,7.21,21.12,17.38466757,5,195,3.22875156311567,0.0687212841683263
"834","1","LM-16-165","early",2016,10,1,"M","A",539.77,175,89,37,6.85,21.14,16.48850436,5,256,3.92458906357781,0.103691862701227
"835","1","LM-16-185","early",2016,10,2,"M","J",527.32,192,90,45,8.53,23.44,17.06743533,5,270,3.99745410913237,0.114508408169581
"836","1","LM-16-184","early",2016,10,2,"M","J",514.57,191.5,96,41.5,8.06,21.67,18.65635385,5,280,3.68584043640318,0.0695808537237993
"837","1","LM-16-046","early",2016,9,30,"F","A",439.98,182.5,92,39,8.86,21.37,20.91004137,5,207,3.53726256905257,0.0952138583522225
"838","1","LM-16-297","early",2016,10,4,"F","J",455.59,185,89,42.5,9.33,22.97,19.53510832,5,255,3.63494468638409,0.078117515593039
"839","1","LM-16-346","early",2016,10,4,"F","J",488,197,97,44,9.02,22.34,19.87704918,5,268,3.86358589396519,0.0961395473890862
"840","1","LM-16-322","early",2016,10,3,"F","J",384.67,183,92,39,10.14,21.31,23.91660384,5,240,2.81413838704774,0.02734367809795
"841","1","LM-16-299","early",2016,10,4,"F","A",471.24,NA,NA,40,8.49,NA,NA,6,231,3.18445467244225,0.045041216449702
"842","1","LM-16-211","early",2016,10,3,"M","A",516.33,172.5,86,38,7.36,22.03,16.65601456,6,264,3.8212329183545,0.0930149047379715
"843","1","LM-16-148","early",2016,10,2,"M","A",501.68,177.5,90,38,7.57,21.41,17.93972253,6,217,2.8169012322706,0.0352592510293009
"844","1","LM-16-140","early",2016,10,1,"M","A",504.03,176.5,88,38,7.54,21.53,17.45927822,6,141,2.63547473531984,0.0492398498605201
"845","1","LM-16-134","early",2016,9,30,"F","A",459.95,189,96.5,40,8.7,21.16,20.98054136,6,225,3.39415454898322,0.0616297355055203
"846","1","LM-16-045","early",2016,9,30,"F","J",458.78,196.5,94,45.5,9.92,23.16,20.48912333,6,165,2.42893033690721,0.0340623136266938
"847","1","LM-16-191","early",2016,9,30,"M","A",482.73,176,90,37.5,7.77,21.31,18.64396246,6,170,1.87303044458021,0.0169762164984819
"848","1","LM-16-078","early",2016,10,1,"F","J",437.78,184.11,87,43,9.82,23.36,19.87299557,6,161,2.16458965480564,0.0228730100226401
"849","1","LM-16-189","early",2016,10,3,"F","J",436,181,92,38.5,8.83,21.27,21.10091743,6,234,3.27952963854618,0.0525085167661374
"850","1","LM-16-296","early",2016,10,4,"F","A",488.51,187,93,41,8.39,21.93,19.03748132,6,239,3.32208066673002,0.0490306206266343
"851","1","LM-16-031","early",2016,10,1,"M","A",526,183,91,40,7.6,21.86,17.30038023,6,143,2.12444831011265,0.0268128289022396
"852","1","LM-16-028","early",2016,10,2,"M","A",514.15,191.5,94,43,8.36,22.45,18.28260235,6,203,2.90150383163789,0.0343044148652835
"853","1","LM-16-014","early",2016,9,30,"F","A",426.57,173.5,88.5,37,8.67,21.33,20.74688797,6,226,3.91636394902329,0.126181330688611
"854","1","LM-16-023","early",2016,10,1,"M","A",502.14,188,95,40.5,8.07,21.54,18.91902657,6,226,2.95168898580802,0.0455443107014581
"855","1","LM-16-159","early",2016,10,4,"F","J",449.02,185,90,42,9.35,22.7,20.04365062,6,242,3.45892285303766,0.0449482568942763
"856","1","LM-16-161","early",2016,9,30,"M","A",530.95,180.5,87,41,7.72,22.71,16.3857237,6,232,3.27816810576471,0.0532400938339744
"857","1","LM-16-158","early",2016,10,4,"F","J",487.15,193.5,93,44,9.03,22.74,19.09062917,6,248,3.71351834375635,0.0934818268272746
"858","1","LM-16-157","early",2016,10,3,"F","A",462,179,88,39.5,8.55,22.07,19.04761905,6,265,3.84277065746695,0.0880882902328884
"859","1","LM-16-010","early",2016,9,30,"M","A",471,163,77,37,7.86,22.7,16.34819533,6,176,2.3263991175277,0.0236546282934496
"860","1","LM-16-041","early",2016,9,30,"F","J",456.79,183,89,41.5,9.09,22.68,19.48378905,6,183,2.92635646635469,0.0556114858881302
"861","1","LM-16-013","early",2016,9,30,"F","J",515,208,101,47.5,9.22,22.84,19.61165049,6,180,2.7178698329351,0.0414806735485063
"864","1","LM-17-237","early",2017,10,3,"M","A",568.03,180,84.5,42,7.39,23.33,14.87597486,6,246,3.77076471894862,0.0830406932300989
"865","1","LM-16-077","early",2016,10,1,"F","A",490.16,174.5,86,39,7.96,22.35,17.54529133,6,216,2.9381918117472,0.039070671887579
"866","1","LM-16-047","early",2016,9,30,"M","A",535.76,181.5,93,39,7.28,21.49,17.35851874,6,230,3.60819249027907,0.0757549058443781
"867","1","LM-17-344","early",2017,10,3,"F","A",421,171,84,38,9.03,22.22,19.95249406,6,180,3.10865976526781,0.0631586299781576
"868","1","LM-17-347","early",2017,10,3,"M","A",535.5,185.5,91,41.5,7.75,22.37,16.99346405,6,199,2.5708918966302,0.0285763163044635
"872","2","LM-17-003","early",2017,9,30,"F","A",462.33,163.5,85,34,7.35,20.8,18.38513616,6,184,3.44897597254735,0.0984427506639403
"873","1","LM-17-016","early",2017,10,1,"M","J",492,186.5,92,42,8.54,22.52,18.69918699,6,218,3.59523681899769,0.0914357422425767
"874","1","LM-17-001","early",2017,9,30,"F","A",443.54,173.5,86,37.5,8.45,21.61,19.38945755,6,236,3.9314396112016,0.125143102132185
