"","Wing_mm","Head_mm","SternL_mm","BodySize","GizzardEmptyFFDM","TotalFat","LDBM","Oxalat","OxalatIntens","Notes","BirdID","Phase","CollYear","CollMonth","CollDay","Sex","Age","WeightNE","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","SI.weight","SeqRun"
"391",185,50.78,84.29,-2.045180183,4.01,2.57366658,107.4511748,0,NA,"2","LM-11-089","early",2011,10,2,"F","J",439.89,195,94,45,10.23,23.08,21.36897861,3
"392",189,50.95,83.68,-1.751924532,3.37,4.80443052,111.9383612,0,NA,"2","LM-11-128","early",2011,10,3,"F","J",455.46,188.5,89,44,9.66,23.34,19.54068414,3
"393",190,52.39,84.92,-0.883828077,3.56,4.32869473,114.0178036,0,NA,"2","LM-11-092","early",2011,10,2,"F","J",462.91,197.5,98,44,9.51,22.28,21.1704219,3
"394",196,51.98,87.3,0.007245052,3.7,3.41568829,103.1685408,0,NA,"1","LM-11-093","early",2011,10,2,"M","J",444.66,202.5,101,45,10.12,22.22,22.71398372,3
"395",200,54.74,87.07,1.312277613,3.76,3.75347774,127.440914,0,NA,"1","LM-11-097","early",2011,10,3,"M","J",523.41,196,98,44,8.41,22.45,18.72337174,3
"396",202,53.74,87.58,1.239210855,3.53,3.05866627,123.6663688,0,NA,"1","LM-11-033","early",2011,10,3,"M","A",480.11,174.5,88,37.5,7.81,21.49,18.32913291,3
"397",190,53.05,83,-1.048662605,4.05,9.26509262,119.8480504,0,NA,"1","LM-11-155","early",2011,10,5,"F","A",495.9,185.5,92,41,8.27,22.1,18.55212745,3
"398",192,51.21,82.98,-1.53511602,3.65,7.77289056,116.0289432,0,NA,"1","LM-11-119","early",2011,10,2,"F","J",476.23,187.5,94,41,8.61,21.87,19.73836172,3
"399",196,53.67,84.53,0.034975752,4.09,5.84343278,113.3461748,0,NA,"1","LM-11-001","early",2011,10,1,"M","J",492.35,183.5,92,40,8.12,21.8,18.68589418,3
"401",185,49.4,81.59,-3.107673326,3.35,6.81334419,104.7749524,0,NA,"1","LM-11-030","early",2011,10,3,"F","J",410.29,184.5,86,44,10.72,23.85,20.96078384,3
"402",205,54.67,88.69,2.076468757,4,5.57110743,130.6808688,0,NA,"1","LM-11-003","early",2011,10,1,"M","A",535.11,197,91,47,8.78,23.86,17.00584926,3
"403",189,51.03,82.86,-1.89497746,3.65,6.5124344,107.874122,0,NA,"1","LM-11-043","early",2011,10,3,"F","J",447.12,182,91,40.5,9.06,22.25,20.35247808,3
"404",199,54.56,85.89,0.910229397,3.91,2.49231681,125.3391112,0,NA,"1","LM-11-026","early",2011,10,2,"M","A",493.2,187.5,92,42,8.52,22.4,18.65369019,3
"405",199,53.75,87.19,0.891147358,3.7,4.4474085,122.695542,0,NA,"1","LM-11-115","early",2011,10,1,"M","J",498.32,186.5,92,41,8.23,21.98,18.46203243,3
"406",204,54.62,88.13,1.851139105,3.5,6.39222312,124.545508,0,NA,"2","LM-11-040","early",2011,10,3,"M","J",507.96,184.5,89,42,8.27,22.76,17.52106465,3
"408",201,54.75,87.69,1.535785278,3.88,6.08015555,125.0931904,0,NA,"2","LM-11-117","early",2011,10,2,"M","A",515.27,176.5,91,37,7.18,20.96,17.66064393,3
"409",188,52.92,83.05,-1.264925524,3.63,5.39888008,106.8062832,0,NA,"2","LM-11-100","early",2011,10,4,"F","J",445,196,95,44,9.89,22.45,21.34831461,3
"410",188,50.77,80.75,-2.520715001,3.81,12.55072956,116.8142256,0,NA,"1","LM-11-088","early",2011,10,2,"F","A",458.39,158.7,83,32.1,7,20.23,18.10685224,3
"411",206,54.77,89.45,2.361706818,3.91,5.99103939,130.3476372,0,NA,"2","LM-11-177","early",2011,10,3,"M","A",512.88,178.2,94,36.5,7.12,20.48,18.32787397,3
"412",204,54.09,87.9,1.612191602,3.63,3.05866627,132.7397256,1,2,"1","LM-11-027","early",2011,10,3,"M","A",504,179,84,42,8.33,23.46,16.66666667,3
"413",190,52.95,89.19,0.212567116,3.95,5.46108525,127.6012988,0,NA,"1","LM-11-031","early",2011,10,3,"F","A",483.87,197.5,94,45.5,9.4,23.04,19.42670552,3
"414",201,52.61,86.96,0.612614995,3.14,6.03678658,120.6424424,1,2,"1","LM-11-016","early",2011,10,2,"M","A",481.2,171.7,80.1,39.8,8.27,23.18,16.64588529,3
"415",183,51.9,82.54,-2.188788486,3.54,4.27487275,110.7354944,0,NA,"1","LM-11-042","early",2011,10,3,"F","J",445.36,195,96,44,9.88,22.56,21.55559547,3
"416",185,52.89,82.94,-1.568706268,4.09,5.38692956,117.3527984,0,NA,"2","LM-11-004","early",2011,10,1,"F","J",479.84,184.4,93,39.6,8.25,21.48,19.38146049,3
"417",203,55.06,89.05,2.1123197,3.68,9.37144457,134.3168364,0,NA,"1","LM-11-009","early",2011,10,1,"M","A",547.66,190.5,93.5,42.5,7.76,22.31,17.07263631,3
"418",192,52.44,85.46,-0.572712642,3.77,10.12806484,129.8864768,0,NA,"1","LM-11-011","early",2011,10,1,"F","A",516.53,188.5,91,42.5,8.23,22.55,17.61756336,3
"419",204,55.87,87.57,2.183656801,3.79,4.72259641,128.5444024,0,NA,"1","LM-11-034","early",2011,10,3,"M","A",539.77,185,93,40,7.41,21.62,17.22956074,3
"420",198,53.55,83.36,-0.073451415,3.63,4.05390319,129.4045336,0,NA,"1","LM-11-130","early",2011,10,4,"M","A",509,180,88,40,7.86,22.22,17.28880157,3
"421",197,54.72,85.91,0.792050519,3.47,2.56528339,116.0584412,0,NA,"1","LM-11-261","early",2011,10,5,"M","A",473.04,178,84,41.5,8.77,23.31,17.75748351,3
"422",191,51.6,83.15,-1.449105684,3.89,6.82150695,114.6407292,0,NA,"1","LM-11-255","early",2011,10,4,"F","J",479,201.5,96,47,9.81,23.33,20.04175365,3
"423",205,54.05,87.1,1.520119117,3.82,4.886661,132.9115864,0,NA,"1","LM-11-260","early",2011,10,5,"M","A",528.41,170,84,37,7,21.76,15.89674684,3
"424",207,55.48,88.83,2.577281524,4.45,1.834385,135.4442628,0,NA,"2","LM-11-156","early",2011,10,5,"M","A",538.16,192,94.5,43,7.99,22.4,17.55983351,3
"425",189,51.03,80.99,-2.286867752,3.74,6.72352326,115.7372772,NA,NA,"1","LM-11-165","early",2011,10,2,"F","A",467,198.5,92,47.5,10.17,23.93,19.70021413,3
"426",188,51.84,85.24,-1.194665978,3.42,5.11411987,114.5185576,0,NA,"1","LM-11-206","early",2011,10,4,"F","J",466.36,183,85,43,9.22,23.5,18.22626297,3
"427",198,53.5,87.82,0.843222402,3.67,3.4033414,116.1631824,0,NA,"1","LM-11-259","early",2011,10,5,"M","J",500.51,195,93,45,8.99,23.08,18.58104733,3
"428",202,55.22,85.25,1.283571999,3.86,9.32397944,133.8067756,0,NA,"1","LM-12-172","early",2012,10,1,"M","A",556.94,194.5,96,43,7.72,22.11,17.23704528,3
"430",196,51.17,85.73,-0.613294281,4.38,2.80231456,114.2641188,0,NA,"2","LM-11-025","early",2011,10,2,"M","J",486.83,184,92,40,8.22,21.74,18.89776719,3
"431",201,52.54,89.23,1.063139076,4.75,5.79847833,129.9973696,0,NA,"1","LM-11-022","early",2011,10,2,"M","J",520.36,191.7,100.2,40,7.69,20.87,19.25589976,4
"432",206,53.21,90.04,1.923907078,4.05,4.7587713,135.2330056,0,NA,"1","LM-11-203","early",2011,10,4,"M","A",570.09,186.6,89,42.3,7.42,22.67,15.6115701,3
"433",202,55.49,89.28,2.225300062,3.58,5.17751415,134.3556412,0,NA,"1","LM-11-209","early",2011,10,5,"M","A",532.03,182,91,39.5,7.42,21.7,17.10429863,3
"434",192,51.09,83.16,-1.54058198,3.69,5.22405408,106.457396,0,NA,"1","LM-11-152","early",2011,10,3,"F","J",455.19,185.5,96,39,8.57,21.02,21.09009425,3
"435",205,52.21,86.51,0.734258266,4.01,6.95826418,127.5227032,0,NA,"1","LM-11-127","early",2011,10,3,"M","J",519,194,92,45,8.67,23.2,17.72639692,3
"436",200,53.32,86.02,0.581174014,3.71,2.99527199,109.7276376,0,NA,"1","LM-11-265","early",2011,10,6,"M","J",492,209,101,48.5,9.86,23.21,20.52845528,3
"437",203,56.37,90.17,2.818503969,3.85,3.54326959,129.9444868,0,NA,"1","LM-11-263","early",2011,10,6,"M","A",537.04,185,95,39.5,7.36,21.35,17.68955757,3
"438",195,53.55,85.41,0.086229569,4.43,6.39950517,122.6464444,0,NA,"1","LM-11-200","early",2011,10,3,"M","J",498.46,190.5,92,43,8.63,22.57,18.45684709,3
"439",192,53.41,86.44,-0.018233812,3.38,2.35547161,98.3845612,0,NA,"1","LM-11-221","early",2011,10,6,"F","J",431.25,198.5,94,46.5,10.78,23.43,21.79710145,3
"440",198,54.45,90,1.641983631,3.91,3.88105904,135.5101992,0,NA,"1","LM-11-257","early",2011,10,4,"M","J",515.28,201,95,47,9.12,23.38,18.43657817,3
"441",187,52.3,83.72,-1.437630863,3.36,6.60212287,109.8502036,0,NA,"1","LM-12-083","early",2012,10,2,"F","J",459.36,191,92,43,9.36,22.51,20.02786486,3
"442",180,51.99,80.37,-2.881089232,3.83,9.15377843,119.2625492,0,NA,"1","LM-11-157","early",2011,10,6,"F","A",482.99,189.5,96,41,8.49,21.64,19.87618791,3
"443",195,53.83,88.49,0.832467982,3.92,8.10220885,124.1875112,0,NA,"1","LM-11-181","early",2011,10,1,"M","J",499.95,195.5,94,45,9,23.02,18.80188019,3
"444",203,55.3,87.6,1.894823589,3.87,4.17230856,128.7988412,0,NA,"1","LM-11-210","early",2011,10,5,"M","A",511.61,182.5,91,40,7.82,21.92,17.78698618,3
"445",187,53.35,85.42,-0.703471778,4.47,9.53251414,127.9687996,1,1,"1","LM-12-197","early",2012,10,2,"F","A",519.11,198,98,44,8.48,22.22,18.87846507,3
"446",198,53.02,81.26,-0.70428921,3.54,9.35040609,110.2935392,1,3,"2","LM-12-221","early",2012,10,5,"F","J",474.64,206,101,46,9.69,22.33,21.27928535,3
"447",196,55.29,87.89,1.322159158,4.39,9.05735066,131.46694,0,NA,"2","LM-12-132","early",2012,10,3,"M","J",516.04,207,103,46,8.91,22.22,19.95969305,3
"448",183,54.32,83.38,-1.141793784,3.75,8.17915406,127.118764,0,NA,"2","LM-12-222","early",2012,10,5,"F","J",503.6,207,97,50,9.93,24.15,19.26131851,3
"449",192,50.9,79.49,-2.378073908,3.62,5.4584866,89.1886384,0,NA,"1","LM-12-131","early",2012,10,1,"M","J",407.3,195,94,45,11.05,23.08,23.07881169,3
"450",178,50.49,80.55,-3.563171678,4.12,3.85335531,102.0791304,0,NA,"1","LM-11-205","early",2011,10,4,"F","J",413.71,185,87,43,10.39,23.24,21.02922337,3
"451",188,50.68,80.01,-2.708185597,3.94,2.91304151,107.3444616,0,NA,"1","LM-11-172","early",2011,10,2,"F","J",428.94,185,90,42,9.79,22.7,20.98195552,3
"452",200,53.89,86.1,0.803082474,3.72,2.42654431,116.6562072,0,NA,"1","LM-11-048","early",2011,10,5,"M","A",511.59,183,91,40,7.82,21.86,17.78768154,3
"453",187,52.3,82.13,-1.770842396,3.38,8.12273343,102.0812996,1,2,"1","LM-12-021","early",2012,9,30,"F","J",427.93,195,93,45,10.52,23.08,21.73252635,3
"454",187,52.86,86.6,-0.632533802,4.03,4.66846603,128.9499192,0,NA,"1","LM-11-202","early",2011,10,3,"F","A",511.7,182.6,92.5,39.3,7.68,21.52,18.07699824,3
"455",192,53.92,83.67,-0.415185317,3.72,6.72193778,118.2329236,0,NA,"1","LM-11-162","early",2011,10,1,"M","J",486.28,186.3,89,43,8.84,23.08,18.30221272,3
"456",198,55.12,85.24,0.885577821,4.21,10.079719,127.6363568,1,1,"1","LM-12-398","early",2012,10,6,"M","A",527.52,199,100,44,8.34,22.11,18.95662724,3
"457",191,52.03,81.15,-1.713482612,3.9,3.38569431,111.8245104,0,NA,"2","LM-11-201","early",2011,10,3,"F","J",455.75,178,90,39,8.56,21.91,19.74766868,3
"458",192,52.26,84,-0.943462496,3.71,8.80249646,114.4722208,1,1,"2","LM-12-022","early",2012,9,30,"F","J",469.16,211,102,48,10.23,22.75,21.74098389,3
"459",196,55.34,89.6,1.698513739,3.87,4.81180054,125.22881,0,NA,"2","LM-12-023","early",2012,9,30,"M","J",489.04,196,94,45,9.2,22.96,19.22133159,3
"460",201,54.01,87.44,1.217067399,4.18,8.74449035,133.0076124,0,NA,"2","LM-12-162","early",2012,10,1,"M","A",549.54,203,99,46,8.37,22.66,18.01506715,3
"461",200,52.24,82.24,-0.599681439,4.33,7.79500062,121.2362644,1,1,"2","LM-12-089","early",2012,10,5,"M","A",486.46,191,90,45,9.25,23.56,18.50100728,3
"462",202,55.12,85.69,1.339791463,3.97,13.30320918,133.6301436,0,NA,"1","LM-12-217","early",2012,10,5,"M","A",534.78,191,91,44,8.23,23.04,17.01634317,3
"463",187,51.37,84.63,-1.581632054,3.78,8.12273343,124.1930712,1,1,"1","LM-12-109","early",2012,10,5,"F","A",475,178,90,38,8,21.35,18.94736842,3
"464",190,52.3,83.69,-1.173986505,4.19,10.26231139,114.5573624,1,2,"1","LM-12-105","early",2012,10,3,"F","J",484.68,194,95,44,9.08,22.68,19.6005612,3
"465",187,53.68,82.92,-1.108622224,3.94,9.08575916,115.0381224,1,3,"1","LM-12-200","early",2012,10,2,"F","J",486.54,198,99,44,9.04,22.22,20.34776175,3
"466",203,53.59,89.87,1.755111385,3.94,9.05646995,132.1839196,1,2,"1","LM-12-090","early",2012,10,5,"M","A",544.68,203,98,47,8.63,23.15,17.99221561,3
"468",192,54.31,84.94,-0.008674158,4.11,11.12127542,123.7152692,1,3,"1","LM-12-401","early",2012,10,4,"M","J",514.8,195,94,44,8.55,22.56,18.25951826,3
"469",192,51.83,82.06,-1.504779553,4.09,7.01098502,117.3636828,1,3,"1","LM-12-403","early",2012,10,5,"F","A",494.41,181,86,41,8.29,22.65,17.39447018,3
"470",187,50.3,81.16,-2.693922735,3.8,8.05078002,100.5493424,1,2,"1","LM-12-410","early",2012,10,5,"F","J",435,196,91,47,10.8,23.98,20.91954023,3
"471",200,53.3,86.09,0.588645701,4.12,9.5356851,123.826162,0,NA,"1","LM-12-195","early",2012,10,2,"M","J",513,187,90,43,8.38,22.99,17.54385965,3
"472",197,53.08,85.22,0.057213003,4.14,8.18113591,112.1009152,0,NA,"1","LM-12-011","early",2012,9,30,"M","J",489,196,92,46,9.41,23.47,18.81390593,3
"473",190,52.65,83.24,-1.142326595,3.83,7.52470161,120.6626336,0,NA,"2","LM-12-043","early",2012,10,2,"F","J",477.25,189,95,41,8.59,21.69,19.9057098,3
"474",198,55.26,87.02,1.308993107,4.44,7.75075094,121.5247368,1,2,"1","LM-12-146","early",2012,10,6,"M","A",520.63,195,98,43,8.26,22.05,18.82334864,3
"475",192,52.9,82.45,-1.037955236,3.8,11.41093946,118.76357,1,1,"1","LM-12-196","early",2012,10,2,"F","A",492.21,179,89,39,7.92,21.79,18.08171309,3
"476",203,54.07,86.24,1.167135254,4,6.75850904,129.377402,1,3,"2","LM-12-374","early",2012,10,6,"M","A",525.62,189,93,42,7.99,22.22,17.69339066,3
"477",190,52.13,81.83,-1.624964157,3.9,8.52152401,115.5115476,0,NA,"1","LM-12-144","early",2012,10,6,"M","A",474.85,174,87,38,8,21.84,18.32157523,3
"478",195,53.66,86.25,0.301854869,4.07,13.58244977,127.252806,0,NA,"1","LM-12-082","early",2012,10,2,"M","J",497.28,198,95,46,9.25,23.23,19.10392535,3
"479",190,55.24,88.21,0.831362853,4.7,9.67593662,130.8054068,1,1,"2","LM-12-048","early",2012,10,2,"M","J",560.67,197,93,46,8.2,23.35,16.58729734,3
"480",198,54.41,84.42,0.458203756,4.35,7.84983577,119.7559684,1,3,"2","LM-12-051","early",2012,10,2,"M","J",500.4,191,91,44,8.79,23.04,18.18545164,3
"481",207,55.99,88.21,2.630899072,3.72,8.24642407,133.6109384,1,3,"2","LM-12-375","early",2012,10,6,"M","A",549.8,175,82,41,7.46,23.43,14.91451437,3
"482",195,53.69,85.25,0.103084873,3.86,8.67412242,120.3327544,1,2,"2","LM-12-383","early",2012,10,6,"M","A",497,195,95,44,8.85,22.56,19.11468813,3
"483",200,54.91,85.11,0.96270932,4.54,11.28556044,126.9104648,1,1,"2","LM-12-394","early",2012,10,6,"M","A",530,195,96,44,8.3,22.56,18.11320755,3
"484",201,55.33,84.74,1.126304725,4.52,9.28281275,123.7241816,1,1,"2","LM-12-141","early",2012,10,6,"M","A",518.29,193,91,45,8.68,23.32,17.55773795,3
"485",189,51.78,85.88,-0.992159985,4.1,8.97512018,117.6389044,0,NA,"2","LM-12-199","early",2012,10,2,"F","J",493.77,202,94,48,9.72,23.76,19.03720356,3
"486",187,52.3,83.39,-1.506787974,4.65,7.81454159,110.7669644,1,1,"2","LM-12-045","early",2012,10,2,"M","J",479.59,200,96,46,9.59,23,20.01709794,3
"487",187,52.53,88.51,-0.351027887,3.96,5.54349167,114.359356,0,NA,"2","LM-12-050","early",2012,10,3,"F","J",474.16,192,96,42,8.86,21.88,20.24633035,3
"488",202,55.38,88.43,2.007579092,3.13,5.01591575,119.8603152,0,NA,"3","LM-12-058","early",2012,10,3,"M","A",488,171,86,37,7.58,21.64,17.62295082,3
"489",188,53.08,83.4,-1.133993045,4.07,14.03542914,120.672532,0,NA,"1","LM-12-193","early",2012,10,2,"F","J",499.43,198,96,45,9.01,22.73,19.22191298,3
"490",195,53.63,87.61,0.576068986,3.96,9.63208331,129.0473256,1,1,"1","LM-12-142","early",2012,10,6,"M","A",517,186,90,42,8.12,22.58,17.40812379,3
"491",203,54.4,85.97,1.229319221,3.99,10.59013217,126.6736536,1,1,"1","LM-12-173","early",2012,10,5,"M","A",511.59,203,93,49,9.58,24.14,18.1786196,3
"492",201,54.48,85.62,1.004808538,4.24,7.71497242,122.2862784,1,1,"2","LM-12-167","early",2012,10,1,"M","A",510,190,90.5,44,8.63,23.16,17.74509804,3
"494",192,54.36,87.17,0.476655264,3.95,9.43969819,127.0058992,1,2,"1","LM-12-163","early",2012,10,1,"M","J",506,206,99,48,9.49,23.3,19.56521739,3
"495",201,55.78,89.21,2.225024299,4.38,11.98774193,131.6374204,1,2,"1","LM-12-198","early",2012,10,2,"M","J",541.56,199,101,43,7.94,21.61,18.64982643,3
"496",195,53.9,90.21,1.218116237,3.47,6.7669802,124.7722236,0,NA,"1","LM-12-213","early",2012,10,5,"M","A",529,185,88,43,8.13,23.24,16.63516068,3
"497",185,52.25,81.84,-2.02956608,3.59,7.08743096,115.5295696,0,NA,"2","LM-12-069","early",2012,10,5,"F","A",453.67,183,89,41,9.04,22.4,19.61778385,3
"498",192,52.48,83.19,-1.034033728,3.51,4.65730825,118.0895748,0,NA,"1","LM-13-029","early",2013,10,1,"F","A",476.61,180.5,90,39.5,8.29,21.88,18.88336376,4
"499",188,52.1,82.6,-1.654348817,4.21,11.06277004,112.9584828,0,NA,"2","LM-12-008","early",2012,9,30,"F","J",473.2,200,97,46,9.72,23,20.49873204,3
"500",201,55.6,87.67,1.837509086,3.87,9.67024005,127.7801,0,NA,"2","LM-12-060","early",2012,10,4,"M","A",516.35,197,92,47,9.1,23.86,17.81737194,3
"501",206,55.32,89.88,2.649765725,4.65,7.76998351,136.4166672,0,NA,"1","LM-12-192","early",2012,10,2,"M","A",548.57,197,96,44,8.02,22.34,17.50004557,3
"502",195,52.72,83.85,-0.539412097,5.02,14.94535259,125.6786916,1,1,"1","LM-12-079","early",2012,10,2,"F","J",516.49,210,100,49,9.49,23.33,19.36145908,3
"503",186,51.29,82.29,-2.190787974,3.58,8.50198304,117.1648876,0,NA,"2","LM-12-092","early",2012,10,5,"F","A",455,191,95,42,9.23,21.99,20.87912088,3
"504",199,55.97,88.6,1.985615216,4.18,7.76632821,130.44741,1,3,NA,"LM-12-059","early",2012,10,4,"M","J",549.15,186,93,41,7.47,22.04,16.93526359,3
"505",196,54.75,86.79,0.897289363,4.22,6.61756768,128.7156716,0,NA,"1","LM-12-176","early",2012,10,5,"M","A",529.24,187,91,42,7.94,22.46,17.19446754,3
"506",204,56.09,91.67,3.122059545,4.3,14.80571787,152.0033756,0,NA,"2","LM-12-067","early",2012,10,4,"M","A",602.3,202,98,46,7.64,22.77,16.27096131,3
"507",202,54.33,88.49,1.642257929,5.37,12.18281367,140.6226776,0,NA,"2","LM-12-068","early",2012,10,4,"M","A",562,187,92,42,7.47,22.46,16.37010676,3
"508",206,54.86,85.99,1.668996009,3.97,7.21232564,138.7808352,0,NA,"1","LM-12-028","early",2012,10,1,"M","A",544.1,194,97,43,7.9,22.16,17.82760522,3
"509",187,51.7,82.47,-1.915529719,2.78,7.30769575,110.9639848,0,NA,"1","LM-13-193","early",2013,10,2,"F","A",435.93,168.5,87,35,8.03,20.77,19.9573326,4
"510",200,54.65,88.78,1.638246169,4.2,8.36663535,128.0911684,0,NA,"1","LM-13-171","early",2013,9,28,"M","J",551,200,102,43,7.8,21.5,18.51179673,4
"511",203,54.93,90.85,2.44275328,3.88,6.18947296,133.5547032,0,NA,"2","LM-12-071","early",2012,10,1,"M","A",530.84,202,95,47,8.85,23.27,17.89616457,3
"512",198,54.65,87.43,1.175376472,4.61,8.23075883,126.8924428,0,NA,"2","LM-12-062","early",2012,10,3,"M","J",544.14,201,90,50,9.19,24.88,16.53986107,3
"513",192,52.83,88.45,0.19425376,4.38,8.11655252,123.329352,0,NA,"1","LM-12-064","early",2012,10,3,"M","J",521.27,194,90,46,8.82,23.71,17.26552458,3
"514",204,56,88.59,2.444202165,4.3,9.2005972,139.403958,0,NA,"1","LM-12-072","early",2012,10,1,"M","A",570.55,191,98,40,7.01,20.94,17.17640873,3
"515",205,56.81,90.75,3.278363152,4.48,9.84038265,138.8277636,1,1,"2","LM-12-035","early",2012,10,1,"M","A",564.62,196,101,42,7.44,21.43,17.88813715,4
"516",199,54.72,88.19,1.449817528,4.25,8.57503759,134.725114,1,1,"2","LM-12-036","early",2012,10,1,"M","A",524.84,183,96,38,7.24,20.77,18.29128877,4
"517",197,55.88,90.93,2.261561068,4.22,8.14425625,124.85914,1,3,"2","LM-12-005","early",2012,9,30,"M","J",544,200,92,48,8.82,24,16.91176471,4
"518",189,52.99,82.8,-1.202147139,3.94,8.38097902,112.9412496,1,1,"2","LM-12-055","early",2012,10,2,"F","J",458.31,204,105,44,9.6,21.57,22.91025725,4
"519",193,52.66,84.79,-0.543967372,3.56,7.16776756,127.0116564,0,NA,"2","LM-12-087","early",2012,10,4,"F","J",516.43,193,97,42,8.13,21.76,18.78279728,4
"520",183,50.45,79.47,-3.354014432,3.49,8.10966684,107.4977088,1,1,NA,"LM-12-070","early",2012,10,5,"F","J",461.95,198,95,46,9.96,23.23,20.56499621,4
"521",192,53.01,84.38,-0.593901905,3.96,10.00026311,117.5157468,1,3,"1","LM-12-088","early",2012,10,4,"F","J",481.27,195,93,46,9.56,23.59,19.32387225,4
"522",200,53.46,86.95,0.82645735,4.2,9.86081926,127.703082,0,NA,"1","LM-13-030","early",2013,10,1,"M","J",527.91,193.5,94,44,8.33,22.74,17.80606543,4
"523",190,52.27,83.2,-1.287471341,3.62,4.69308677,104.283308,0,NA,"3","LM-12-010","early",2012,9,30,"F","J",451.17,204,95,48,10.64,23.53,21.05636456,4
"524",187,51.71,81.42,-2.131976069,3.51,8.0754738,110.2456248,1,2,"2","LM-12-014","early",2012,9,30,"F","A",452,192,93,44,9.73,22.92,20.57522124,4
"525",204,56.26,88.84,2.590167961,3.98,9.55902876,135.6713728,0,NA,"2","LM-12-016","early",2012,9,30,"M","A",533,176,86,39,7.32,22.16,16.13508443,4
"526",189,52.4,84.19,-1.12319011,3.15,7.02482942,119.018206,0,NA,"3","LM-12-019","early",2012,9,30,"F","A",483.55,194,94,44,9.1,22.68,19.43956158,4
"527",186,51.66,84.06,-1.686691317,3.56,5.14950202,110.3319496,0,NA,"1","LM-13-001","early",2013,9,29,"F","J",471.05,199.5,100,44,9.34,22.06,21.22916888,4
"528",189,49.94,81.1,-2.656106572,3.78,7.83447893,115.1606884,0,NA,"1","LM-13-006","early",2013,9,29,"F","A",475.42,195,100,41.5,8.73,21.28,21.03403307,4
"529",189,51.65,84.94,-1.235939989,3.38,6.50383078,110.8994288,0,NA,"1","LM-13-234","early",2013,10,3,"F","J",440.74,195.5,94,45,10.21,23.02,21.32776694,4
"530",202,54.12,84.79,0.791280987,4.41,9.12197854,136.636048,0,NA,"1","LM-13-231","early",2013,10,2,"M","J",528.19,192.5,99,41,7.76,21.3,18.74325527,4
"531",195,51,83.86,-1.156344726,4.3,11.88049434,113.525962,1,3,"1","LM-12-001","early",2012,9,30,"F","J",387.21,NA,NA,43,11.11,NA,NA,4
"532",188,50.79,83.05,-2.031512894,3.5,6.41154366,103.5465316,1,2,"2","LM-12-002","early",2012,9,30,"F","J",455.67,187,87,44,9.66,23.53,19.0927645,4
"533",193,52.45,86.1,-0.345013637,4.56,9.13830406,107.1828936,0,NA,"1","LM-12-020","early",2012,9,30,"M","J",469.9,194,92,45,9.58,23.2,19.57863375,4
"534",205,53.57,85.9,1.095886632,4.35,14.42482336,132.0405708,0,NA,"1","LM-12-040","early",2012,10,5,"M","A",529.91,195,93,45,8.49,23.08,17.55015003,4
"535",195,51.98,84.78,-0.610840915,3.88,18.62917824,128.7346796,1,1,"1","LM-12-032","early",2012,10,1,"F","J",497.87,199,95,46,9.24,23.12,19.08128628,4
"536",184,50.6,83.84,-2.294244487,3.18,8.68290198,110.1135548,0,NA,"1","LM-13-154","early",2013,9,30,"F","J",427.52,179,90,39.5,9.24,22.07,21.05164671,4
"537",200,55.45,89.58,2.09381991,3.83,9.57067088,139.3756432,1,1,"1","LM-13-157","early",2013,10,2,"M","A",566.74,174.5,88,37.5,6.62,21.49,15.52740234,4
"538",202,54.76,88.3,1.757197274,3.84,9.00882888,139.2798144,0,NA,"1","LM-13-158","early",2013,10,2,"M","A",527.89,182,84,43,8.15,23.63,15.91240599,4
"539",197,55.37,85.27,0.891862751,3.93,7.02293554,120.768558,0,NA,"1","LM-12-056","early",2012,10,3,"M","J",502,190,94,42,8.37,22.11,18.7250996,4
"540",203,55.6,88.94,2.283613423,4.83,5.54032071,123.4232088,0,NA,"1","LM-12-057","early",2012,10,3,"M","J",529.76,194,94,44,8.31,22.68,17.74388402,4
"541",191,52.27,83.77,-1.078041027,3.71,8.88582808,122.5419004,0,NA,"1","LM-13-233","early",2013,10,3,"F","J",491.61,191,92,44,8.95,23.04,18.71402128,4
"542",191,52.42,83.37,-1.107882802,4.09,6.23433944,109.0760028,0,NA,"1","LM-13-160","early",2013,10,2,"F","J",471.09,201.5,100,45,9.55,22.33,21.22736632,4
"543",193,52.35,83.96,-0.829477037,3.67,4.8014355,113.2899396,0,NA,"1","LM-13-242","early",2013,10,3,"F","J",447.39,188,93,42,9.39,22.34,20.78723262,4
"544",194,54.8,88.09,1.007767227,3.43,6.85238164,116.3061368,0,NA,"1","LM-13-190","early",2013,10,1,"M","J",471.71,179.5,87,40.5,8.59,22.56,18.44353522,4
"545",201,54.72,87.09,1.399248072,3.91,7.77995218,120.2941468,0,NA,"1","LM-12-009","early",2012,9,30,"M","J",489,207,99,48,9.82,23.19,20.24539877,4
"546",195,55.5,84.83,0.666486048,4,6.98486677,112.2601168,0,NA,"1","LM-12-029","early",2012,10,1,"M","J",481.76,187,90,43,8.93,22.99,18.68150116,4
"547",205,55.42,88.42,2.289810797,3.75,8.45165535,114.7888492,0,NA,"1","LM-12-030","early",2012,10,1,"M","J",518.39,190,89,45,8.68,23.68,17.16854106,4
"548",190,51.85,85.01,-1.059313141,3.48,4.81180054,110.4655972,0,NA,"1","LM-12-004","early",2012,9,30,"F","J",445.68,186,94,40,8.98,21.51,21.091366,4
